MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
Repo Man, Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash,Action, Comedy, Crime,3.57,R ,"39,173"
Death Wish, Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats,Action, Crime, Drama,22,R ,"41,458"
The Night Comes for Us, Iko Uwais, Joe Taslim, Julie Estelle, Hannah Al Rashid,Action, Crime, Thriller,Nan,TV-MA ,"27,864"
The Last Castle, Robert Redford, James Gandolfini, Mark Ruffalo, Steve Burton,Action, Drama, Thriller,18.21,R ,"83,112"
Free State of Jones, Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell,Action, Biography, Drama,20.76,R ,"59,867"
The Monster Squad, Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr,Action, Comedy, Fantasy,3.77,PG-13 ,"33,753"
Legend of the Guardians: The Owls of Ga'Hoole, Jim Sturgess, Hugo Weaving, David Wenham, Emily Barclay,Animation, Action, Adventure,55.68,PG ,"85,405"
Muppet Treasure Island, Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop,Action, Adventure, Comedy,33.61,G ,"25,378"
Memphis Belle, Matthew Modine, Eric Stoltz, Tate Donovan, D.B. Sweeney,Action, Drama, War,27.44,PG-13 ,"29,498"
Get the Gringo, Mel Gibson, Kevin Balmore, Daniel Giménez Cacho, Jesús Ochoa,Action, Drama, Thriller,Nan,R ,"1,09,952"
An Action Hero, Ayushmann Khurrana, Jaideep Ahlawat, Neeraj Madhav, Gautam Joglekar,Action, Comedy, Crime,Nan,U ,"29,783"
The Big Boss, Bruce Lee, Maria Yi, James Tien, Marilyn Bautista,Action, Crime, Drama,0.04,R ,"28,262"
Slow West, Kodi Smit-McPhee, Caren Pistorius, Aorere Paki, Jeffrey Thomas,Action, Adventure, Drama,0.23,R ,"46,723"
New Police Story, Jackie Chan, Nicholas Tse, Charlie Yeung, Daniel Wu,Action, Crime, Thriller,Nan,R ,"28,129"
Agneepath, Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt, Rishi Kapoor,Action, Crime, Drama,1.98,Not Rated ,"25,597"
Traitor, Don Cheadle, Guy Pearce, Archie Panjabi, Saïd Taghmaoui,Action, Crime, Drama,23.53,PG-13 ,"58,509"
Alan Partridge, Steve Coogan, Colm Meaney, Tim Key, Karl Theobald,Action, Comedy, Crime,0.15,R ,"32,509"
Fan, Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza,Action, Drama, Thriller,1.36,Not Rated ,"47,614"
The Legend, Geethika, Mayilsamy, Nassar, Prabhu,Action, Drama, Romance,Nan,UA ,"29,216"
Extraction, Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal,Action, Thriller,Nan,Nan,R ,"2,32,214"
Captain Marvel, Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law,Action, Adventure, Sci-Fi,426.83,PG-13 ,"5,82,338"
The Fast and the Furious, Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster,Action, Crime, Thriller,144.53,PG-13 ,"4,03,033"
Aquaman, Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson,Action, Adventure, Fantasy,335.06,PG-13 ,"4,94,166"
Ready or Not, Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny,Action, Comedy, Horror,28.71,R ,"1,65,289"
The Maze Runner, Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster,Action, Mystery, Sci-Fi,102.43,PG-13 ,"4,85,667"
Hanna, Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps,Action, Adventure, Drama,40.26,PG-13 ,"2,03,132"
Mad Max, Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley,Action, Adventure, Sci-Fi,8.75,R ,"2,14,031"
Thor: The Dark World, Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård,Action, Adventure, Fantasy,206.36,PG-13 ,"7,01,960"
TRON: Legacy, Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner,Action, Adventure, Sci-Fi,172.06,PG ,"3,46,319"
The Transporter, Jason Statham, Shu Qi, Matt Schulze, François Berléand,Action, Crime, Thriller,25.3,PG-13 ,"3,12,036"
Ghostbusters, Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones,Action, Comedy, Fantasy,128.34,PG-13 ,"2,37,589"
Bad Boys, Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro,Action, Comedy, Crime,65.81,R ,"2,75,840"
Spectre, Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes,Action, Adventure, Thriller,200.07,PG-13 ,"4,52,065"
Superman II, Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty,Action, Adventure, Sci-Fi,108.19,PG ,"1,11,298"
Unstoppable, Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee,Action, Thriller,Nan,81.56,PG-13 ,"2,02,483"
Men in Black 3, Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement,Action, Adventure, Comedy,179.02,PG-13 ,"3,74,330"
Three Steps Above Heaven, Mario Casas, María Valverde, Álvaro Cervantes, Marina Salas,Action, Drama, Romance,Nan,Not Rated ,"27,534"
The Island, Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi,Action, Sci-Fi, Thriller,35.82,PG-13 ,"3,21,530"
Patriot Games, Harrison Ford, Sean Bean, Anne Archer, Patrick Bergin,Action, Thriller,Nan,83.29,R ,"1,16,540"
Boss Level, Frank Grillo, Mel Gibson, Naomi Watts, Michelle Yeoh,Action, Adventure, Comedy,Nan,TV-MA ,"73,467"
What Happened to Monday, Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari,Action, Crime, Fantasy,Nan,TV-MA ,"1,28,835"
Bloodsport, Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton,Action, Biography, Drama,11.81,R ,"89,449"
News of the World, Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson,Action, Adventure, Drama,Nan,PG-13 ,"91,696"
The Book of Eli, Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman,Action, Adventure, Drama,94.84,R ,"3,27,947"
The Mask of Zorro, Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, José María de Tavira,Action, Adventure, Comedy,94.1,PG-13 ,"1,91,389"
The Outpost, Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy,Action, Drama, History,Nan,R ,"37,432"
Hellboy, Ron Perlman, Doug Jones, Selma Blair, John Hurt,Action, Adventure, Fantasy,59.62,PG-13 ,"3,39,287"
The Score, Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett,Action, Crime, Drama,71.07,R ,"1,31,086"
Young Guns, Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen,Action, Drama, Western,45.66,R ,"64,935"
Logan's Run, Michael York, Jenny Agutter, Richard Jordan, Roscoe Lee Browne,Action, Adventure, Sci-Fi,25,PG ,"59,046"
The Long Kiss Goodnight, Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko,Action, Crime, Drama,33.33,R ,"82,641"
You Only Live Twice, Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba,Action, Adventure, Thriller,43.08,PG ,"1,13,579"
Chappie, Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver,Action, Crime, Drama,31.57,R ,"2,60,497"
Innerspace, Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy,Action, Adventure, Comedy,25.89,PG ,"62,810"
Green Zone, Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor,Action, Drama, Thriller,35.05,R ,"1,40,025"
Four Brothers, Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund,Action, Crime, Drama,74.49,R ,"1,52,055"
Spies in Disguise, Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado,Animation, Action, Adventure,66.76,PG ,"53,016"
Street Kings, Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans,Action, Crime, Thriller,26.42,R ,"1,16,883"
Shin Godzilla, Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Ôsugi,Action, Drama, Horror,1.92,Not Rated ,"29,918"
Dog Soldiers, Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham,Action, Horror, Thriller,Nan,R ,"63,045"
Unknown, Liam Neeson, Diane Kruger, January Jones, Aidan Quinn,Action, Mystery, Thriller,63.69,PG-13 ,"2,65,640"
El Mariachi, Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt,Action, Crime, Thriller,2.04,R ,"69,429"
Tristan + Isolde, James Franco, Sophia Myles, Rufus Sewell, David O'Hara,Action, Drama, Romance,14.73,PG-13 ,"53,542"
Enemy Mine, Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus,Action, Adventure, Drama,4.27,PG-13 ,"49,807"
Harsh Times, Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman,Action, Crime, Drama,3.34,R ,"67,281"
We Own the Night, Joaquin Phoenix, Mark Wahlberg, Eva Mendes, Danny Hoch,Action, Crime, Drama,28.56,R ,"90,925"
Who Am I?, Jackie Chan, Michelle Ferre, Mirai Yamamoto, Ron Smerczak,Action, Adventure, Comedy,Nan,PG-13 ,"41,647"
Dead Snow 2: Red vs, Geir Vegar Hoel, Ørjan Gamst, Martin Starr, Jocelyn DeBoer,Action, Comedy, Fantasy,Nan,R ,"25,838"
Black Panther: Wakanda Forever, Letitia Wright, Lupita Nyong'o, Danai Gurira, Winston Duke,Action, Adventure, Drama,453.72,PG-13 ,"2,74,691"
Bumblebee, Hailee Steinfeld, Jorge Lendeborg Jr., John Cena, Jason Drucker,Action, Adventure, Sci-Fi,127.2,PG-13 ,"1,77,331"
In Time, Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde,Action, Sci-Fi, Thriller,37.52,PG-13 ,"4,25,018"
Commando, Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells,Action, Adventure, Thriller,35.1,R ,"1,68,420"
Live and Let Die, Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James,Action, Adventure, Thriller,35.38,PG ,"1,11,622"
Violent Night, David Harbour, John Leguizamo, Beverly D'Angelo, Alex Hassell,Action, Comedy, Crime,Nan,R ,"73,700"
Black Widow, Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz,Action, Adventure, Sci-Fi,183.65,PG-13 ,"3,99,759"
Kingsman: The Golden Circle, Taron Egerton, Colin Firth, Mark Strong, Channing Tatum,Action, Adventure, Comedy,100.23,R ,"3,44,999"
Armageddon, Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler,Action, Adventure, Sci-Fi,201.57,PG-13 ,"4,37,449"
Road House, Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara,Action, Thriller,Nan,30.05,R ,"80,656"
The Adam Project, Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner,Action, Adventure, Comedy,Nan,PG-13 ,"2,15,537"
Jumanji: The Next Level, Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan,Action, Adventure, Comedy,316.83,PG-13 ,"2,65,318"
No Escape, Lake Bell, Pierce Brosnan, Owen Wilson, Thanawut Ketsaro,Action, Thriller,Nan,27.29,R ,"89,676"
Teenage Mutant Ninja Turtles, Judith Hoag, Elias Koteas, Josh Pais, David Forman,Action, Adventure, Comedy,135.27,PG ,"98,021"
Wanted, Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp,Action, Crime, Thriller,134.51,R ,"3,98,862"
The A-Team, Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel,Action, Adventure, Crime,77.22,PG-13 ,"2,64,056"
The Wolverine, Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima,Action, Sci-Fi,Nan,132.56,PG-13 ,"4,79,051"
The Running Man, Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown,Action, Sci-Fi, Thriller,38.12,R ,"1,59,578"
Demolition Man, Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne,Action, Sci-Fi, Thriller,58.06,R ,"1,84,857"
Atomic Blonde, Charlize Theron, James McAvoy, John Goodman, Eddie Marsan,Action, Thriller,Nan,51.69,R ,"2,00,099"
Pandorum, Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue,Action, Horror, Mystery,10.33,R ,"1,55,189"
The Last Starfighter, Lance Guest, Robert Preston, Kay E. Kuter, Dan Mason,Action, Adventure, Sci-Fi,28.73,PG ,"44,320"
King Arthur: Legend of the Sword, Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou,Action, Adventure, Drama,39.18,PG-13 ,"2,24,230"
Enola Holmes 2, Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge,Action, Adventure, Crime,Nan,PG-13 ,"88,372"
The Equalizer 2, Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean,Action, Crime, Thriller,102.08,R ,"1,70,622"
Midway, Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans,Action, Drama, History,56.85,PG-13 ,"90,104"
Warcraft, Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper,Action, Adventure, Fantasy,47.37,PG-13 ,"2,71,163"
Appaloosa, Ed Harris, Viggo Mortensen, Renée Zellweger, Jeremy Irons,Action, Crime, Drama,20.21,R ,"62,927"
Safe House, Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga,Action, Thriller,Nan,126.37,R ,"2,29,191"
Escape Plan, Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio,Action, Thriller,Nan,25.13,R ,"2,50,408"
The Guest, Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore,Action, Mystery, Thriller,0.32,R ,"1,03,443"
Zombieland: Double Tap, Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin,Action, Comedy, Horror,73.12,R ,"1,89,937"
On Her Majesty's Secret Service, George Lazenby, Diana Rigg, Telly Savalas, Gabriele Ferzetti,Action, Adventure, Thriller,22.8,PG ,"95,649"
2 Guns, Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton,Action, Thriller,Nan,75.61,R ,"2,19,359"
Super, Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon,Action, Comedy, Crime,0.32,R ,"82,243"
Tron, Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan,Action, Adventure, Sci-Fi,33,PG ,"1,25,476"
The Matrix Revolutions, Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving,Action, Sci-Fi,Nan,139.31,R ,"5,27,074"
The Living Daylights, Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker,Action, Adventure, Thriller,51.19,PG ,"1,02,395"
Hot Shots!, Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges,Action, Comedy,Nan,69.47,PG-13 ,"1,12,597"
Attack the Block, John Boyega, Jodie Whittaker, Alex Esmail, Leeon Jones,Action, Adventure, Comedy,1.02,R ,"1,09,233"
Angels & Demons, Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård,Action, Mystery, Thriller,133.38,PG-13 ,"3,01,369"
Jungle, Daniel Radcliffe, Thomas Kretschmann, Alex Russell, Joel Jackson,Action, Adventure, Biography,Nan,R ,"60,077"
The Finest Hours, Chris Pine, Casey Affleck, Ben Foster, Eric Bana,Action, Drama, History,27.57,PG-13 ,"68,810"
For Your Eyes Only, Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson,Action, Adventure, Thriller,62.3,PG ,"1,04,859"
Blade II, Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela,Action, Horror, Sci-Fi,82.35,R ,"2,26,263"
The Man with the Golden Gun, Roger Moore, Christopher Lee, Britt Ekland, Maud Adams,Action, Adventure, Thriller,20.97,PG ,"1,09,425"
Rush Hour 2, Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang,Action, Comedy, Crime,226.16,PG-13 ,"2,29,335"
Out of the Furnace, Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson,Action, Crime, Drama,11.33,R ,"1,20,877"
Wyatt Earp, Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews,Action, Adventure, Biography,25.05,PG-13 ,"53,179"
Conspiracy Theory, Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart,Action, Mystery, Thriller,75.98,R ,"1,04,009"
Absolute Power, Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney,Action, Crime, Drama,50.01,R ,"58,084"
Hardcore Henry, Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovskiy,Action, Adventure, Sci-Fi,9.25,R ,"98,965"
Colors, Sean Penn, Robert Duvall, Maria Conchita Alonso, Randy Brooks,Action, Crime, Drama,46.62,R ,"28,327"
Gangster Squad, Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi,Action, Crime, Drama,46,R ,"2,19,195"
The Grey, Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts,Action, Adventure, Drama,51.58,R ,"2,57,698"
Underworld: Evolution, Kate Beckinsale, Scott Speedman, Bill Nighy, Tony Curran,Action, Fantasy, Thriller,62.32,R ,"2,04,993"
Backdraft, Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland,Action, Drama, Mystery,77.87,R ,"84,133"
Harriet, Cynthia Erivo, Janelle Monáe, Leslie Odom Jr., Joe Alwyn,Action, Biography, Drama,Nan,PG-13 ,"28,974"
Rumble in the Bronx, Jackie Chan, Anita Mui, Françoise Yip, Bill Tung,Action, Comedy, Crime,32.39,R ,"44,283"
Death Sentence, Kevin Bacon, John Goodman, Kelly Preston, Garrett Hedlund,Action, Crime, Drama,9.53,R ,"73,366"
Lethal Weapon 3, Mel Gibson, Danny Glover, Joe Pesci, Rene Russo,Action, Crime, Thriller,144.73,R ,"1,73,599"
Pete's Dragon, Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence,Action, Adventure, Comedy,76.23,PG ,"60,293"
Hamburger Hill, Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan,Action, Drama, Thriller,13.84,R ,"26,860"
Machine Gun Preacher, Gerard Butler, Michelle Monaghan, Michael Shannon, Kathy Baker,Action, Biography, Crime,0.54,R ,"67,669"
Ransom, Mel Gibson, Gary Sinise, Rene Russo, Brawley Nolte,Action, Crime, Thriller,136.49,R ,"1,31,879"
Tales from the Crypt: Demon Knight, Billy Zane, William Sadler, Jada Pinkett Smith, Brenda Bakke,Action, Fantasy, Horror,21.09,R ,"25,182"
Hidalgo, Viggo Mortensen, Omar Sharif, Zuleikha Robinson, Louise Lombard,Action, Adventure, Biography,67.29,PG-13 ,"83,996"
Nothing to Lose, Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito,Action, Adventure, Comedy,44.46,R ,"48,123"
The Enforcer, Clint Eastwood, Tyne Daly, Harry Guardino, Bradford Dillman,Action, Crime, Thriller,46.2,R ,"47,412"
Brooklyn's Finest, Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes,Action, Crime, Drama,27.15,R ,"65,181"
The Brothers Bloom, Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi,Action, Adventure, Comedy,3.52,PG-13 ,"51,808"
Blood and Bone, Michael Jai White, Julian Sands, Eamonn Walker, Dante Basco,Action, Crime, Drama,Nan,R ,"34,758"
The Salvation, Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona,Action, Drama, Thriller,0.01,R ,"41,142"
Wild Target, Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett,Action, Comedy, Crime,0.12,PG-13 ,"39,327"
The Brave One, Jodie Foster, Terrence Howard, Naveen Andrews, Nicky Katt,Action, Crime, Drama,36.79,R ,"62,189"
Turbo Kid, Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright,Action, Adventure, Comedy,0.05,Not Rated ,"28,953"
Stakeout, Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn,Action, Comedy, Crime,65.67,R ,"27,740"
Om Shanti Om, Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher,Action, Comedy, Drama,3.6,Not Rated ,"46,445"
Antim: The Final Truth, Salman Khan, Aayush Sharma, Mahima Makwana, Mahesh Manjrekar,Action, Crime, Drama,Nan,UA ,"41,691"
The Incredible Hulk, Edward Norton, Liv Tyler, Tim Roth, William Hurt,Action, Adventure, Sci-Fi,134.52,PG-13 ,"5,07,150"
Red Sparrow, Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling,Action, Drama, Thriller,46.87,R ,"1,93,265"
Venom, Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze,Action, Adventure, Sci-Fi,213.52,PG-13 ,"5,08,881"
The Fate of the Furious, Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez,Action, Crime, Thriller,226.01,PG-13 ,"2,43,679"
Anna, Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy,Action, Thriller,Nan,7.74,R ,"87,629"
Kong: Skull Island, Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly,Action, Adventure, Fantasy,168.05,PG-13 ,"3,31,410"
The Old Guard, Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari,Action, Thriller,Nan,Nan,R ,"1,74,141"
The Amazing Spider-Man 2, Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti,Action, Adventure, Sci-Fi,202.85,PG-13 ,"5,15,405"
Ender's Game, Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin,Action, Adventure, Sci-Fi,61.74,PG-13 ,"2,47,388"
Divergent, Shailene Woodley, Theo James, Kate Winslet, Jai Courtney,Action, Adventure, Mystery,150.95,PG-13 ,"4,72,790"
Hunter Killer, Gerard Butler, Gary Oldman, Common, Linda Cardellini,Action, Thriller,Nan,15.77,R ,"67,708"
Pirates of the Caribbean: On Stranger Tides, Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush,Action, Adventure, Fantasy,241.06,PG-13 ,"5,43,341"
Star Trek III: The Search for Spock, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Sci-Fi,76.47,PG ,"83,558"
Quantum of Solace, Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench,Action, Adventure, Mystery,168.37,PG-13 ,"4,58,857"
Star Wars: Episode II - Attack of the Clones, Hayden Christensen, Natalie Portman, Ewan McGregor, Christopher Lee,Action, Adventure, Fantasy,310.68,PG ,"7,31,909"
X-Men: The Last Stand, Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen,Action, Adventure, Sci-Fi,234.36,PG-13 ,"5,28,126"
Enola Holmes, Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter,Action, Adventure, Crime,Nan,PG-13 ,"2,05,252"
Resident Evil, Milla Jovovich, Michelle Rodriguez, Ryan McCluskey, Oscar Pearce,Action, Horror, Sci-Fi,40.12,R ,"2,79,427"
Austin Powers: The Spy Who Shagged Me, Mike Myers, Heather Graham, Michael York, Robert Wagner,Action, Adventure, Comedy,206.04,PG-13 ,"2,41,220"
John Carter, Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton,Action, Adventure, Sci-Fi,73.08,PG-13 ,"2,79,551"
Jungle Cruise, Dwayne Johnson, Emily Blunt, Edgar Ramírez, Jack Whitehall,Action, Adventure, Comedy,116.99,PG-13 ,"2,01,040"
Elysium, Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga,Action, Drama, Sci-Fi,93.05,R ,"4,58,584"
Jason Bourne, Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel,Action, Thriller,Nan,162.43,PG-13 ,"2,34,470"
The Harder They Fall, Jonathan Majors, Zazie Beetz, RJ Cyler, Edi Gathegi,Action, Drama, Western,Nan,R ,"67,402"
The Other Guys, Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes,Action, Comedy, Crime,119.22,PG-13 ,"2,78,275"
Robin Hood, Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow,Action, Adventure, Drama,105.27,PG-13 ,"2,75,843"
The Hunger Games: Mockingjay - Part 1, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson,Action, Adventure, Sci-Fi,337.14,PG-13 ,"4,73,541"
The Expendables 2, Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme,Action, Adventure, Thriller,85.02,R ,"3,14,148"
Ghostbusters II, Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis,Action, Comedy, Fantasy,112.49,PG ,"2,14,344"
Smokin' Aces, Jeremy Piven, Ryan Reynolds, Ray Liotta, Joseph Ruskin,Action, Comedy, Crime,35.66,R ,"1,48,965"
Prince of Persia: The Sands of Time, Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina,Action, Adventure, Fantasy,90.76,PG-13 ,"2,96,792"
The Rundown, Dwayne Johnson, Seann William Scott, Christopher Walken, Rosario Dawson,Action, Adventure, Comedy,47.73,PG-13 ,"1,10,494"
